"Table 1: Alcohol-specific age-standardised death rates, for English regions and constituent countries of the United Kingdom, 2001 to 2021 [note 2] [note 4] [note 6] [note 7] [note 8]",,,,,,,,,,,,,,,,,,,,,,,,
This worksheet contains one table. Some cells refer to notes which can be found on the 'Notes' worksheet.,,,,,,,,,,,,,,,,,,,,,,,,
Source: Office for National Statistics,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Area code,Area name,Sex,Year [note 3],Number of deaths,"Age-standardised rate per 100,000",Lower 95% confidence interval,Upper 95% confidence interval,,,,,,,,,,,,,,,,,
S92000003,Scotland,Females,2010,355,13.2,11.8,14.6,,,,,,,,,,,,,,,,,
S92000003,Scotland,Males,2010,828,33.4,31.1,35.7,,,,,,,,,,,,,,,,,
S92000003,Scotland,Persons,2010,1183,22.8,21.5,24.1,,,,,,,,,,,,,,,,,
S92000003,Scotland,Females,2011,376,13.9,12.5,15.3,,,,,,,,,,,,,,,,,
S92000003,Scotland,Males,2011,759,30.8,28.5,33.0,,,,,,,,,,,,,,,,,
S92000003,Scotland,Persons,2011,1135,21.9,20.6,23.2,,,,,,,,,,,,,,,,,
S92000003,Scotland,Females,2012,298,10.9,9.7,12.2,,,,,,,,,,,,,,,,,
S92000003,Scotland,Males,2012,670,26.7,24.6,28.7,,,,,,,,,,,,,,,,,
S92000003,Scotland,Persons,2012,968,18.4,17.3,19.6,,,,,,,,,,,,,,,,,
S92000003,Scotland,Females,2013,308,11.2,10.0,12.5,,,,,,,,,,,,,,,,,
S92000003,Scotland,Males,2013,694,27.6,25.5,29.7,,,,,,,,,,,,,,,,,
S92000003,Scotland,Persons,2013,1002,19.0,17.8,20.1,,,,,,,,,,,,,,,,,
S92000003,Scotland,Females,2014,324,11.7,10.4,13.0,,,,,,,,,,,,,,,,,
S92000003,Scotland,Males,2014,712,28.1,26.0,30.1,,,,,,,,,,,,,,,,,
S92000003,Scotland,Persons,2014,1036,19.5,18.3,20.7,,,,,,,,,,,,,,,,,
S92000003,Scotland,Females,2015,334,12.0,10.7,13.3,,,,,,,,,,,,,,,,,
S92000003,Scotland,Males,2015,711,27.7,25.7,29.8,,,,,,,,,,,,,,,,,
S92000003,Scotland,Persons,2015,1045,19.5,18.3,20.6,,,,,,,,,,,,,,,,,
S92000003,Scotland,Females,2016,342,12.1,10.8,13.4,,,,,,,,,,,,,,,,,
S92000003,Scotland,Males,2016,797,30.9,28.8,33.1,,,,,,,,,,,,,,,,,
S92000003,Scotland,Persons,2016,1139,21.1,19.8,22.3,,,,,,,,,,,,,,,,,
S92000003,Scotland,Females,2017,331,11.6,10.4,12.9,,,,,,,,,,,,,,,,,
S92000003,Scotland,Males,2017,789,30.3,28.2,32.5,,,,,,,,,,,,,,,,,
S92000003,Scotland,Persons,2017,1120,20.5,19.3,21.7,,,,,,,,,,,,,,,,,
S92000003,Scotland,Females,2018,374,13.1,11.8,14.5,,,,,,,,,,,,,,,,,
S92000003,Scotland,Males,2018,762,29.4,27.3,31.5,,,,,,,,,,,,,,,,,
S92000003,Scotland,Persons,2018,1136,20.8,19.6,22.0,,,,,,,,,,,,,,,,,
S92000003,Scotland,Females,2019,361,12.6,11.3,13.9,,,,,,,,,,,,,,,,,
S92000003,Scotland,Males,2019,659,25.2,23.3,27.1,,,,,,,,,,,,,,,,,
S92000003,Scotland,Persons,2019,1020,18.6,17.4,19.7,,,,,,,,,,,,,,,,,
S92000003,Scotland,Females,2020,364,12.7,11.4,14.0,,,,,,,,,,,,,,,,,
S92000003,Scotland,Males,2020,826,31.3,29.2,33.5,,,,,,,,,,,,,,,,,
S92000003,Scotland,Persons,2020,1190,21.5,20.3,22.7,,,,,,,,,,,,,,,,,
S92000003,Scotland,Females,2021,409,14.1,12.8,15.5,,,,,,,,,,,,,,,,,
S92000003,Scotland,Males,2021,836,31.4,29.3,33.6,,,,,,,,,,,,,,,,,
S92000003,Scotland,Persons,2021,1245,22.4,21.1,23.6,,,,,,,,,,,,,,,,,
W92000004,Wales,Females,2001,96,6.8,5.5,8.3,,,,,,,,,,,,,,,,,
W92000004,Wales,Males,2001,181,13.6,11.6,15.5,,,,,,,,,,,,,,,,,
W92000004,Wales,Persons,2001,277,10.1,8.9,11.3,,,,,,,,,,,,,,,,,
W92000004,Wales,Females,2002,89,6.2,5.0,7.6,,,,,,,,,,,,,,,,,
W92000004,Wales,Males,2002,173,13.0,11.1,15.0,,,,,,,,,,,,,,,,,
W92000004,Wales,Persons,2002,262,9.5,8.3,10.6,,,,,,,,,,,,,,,,,
W92000004,Wales,Females,2003,93,6.4,5.2,7.9,,,,,,,,,,,,,,,,,
W92000004,Wales,Males,2003,193,14.6,12.5,16.6,,,,,,,,,,,,,,,,,
W92000004,Wales,Persons,2003,286,10.3,9.1,11.5,,,,,,,,,,,,,,,,,
W92000004,Wales,Females,2004,115,7.8,6.4,9.3,,,,,,,,,,,,,,,,,
W92000004,Wales,Males,2004,204,14.9,12.9,17.0,,,,,,,,,,,,,,,,,
W92000004,Wales,Persons,2004,319,11.3,10.1,12.6,,,,,,,,,,,,,,,,,
W92000004,Wales,Females,2005,114,7.7,6.3,9.2,,,,,,,,,,,,,,,,,
W92000004,Wales,Males,2005,207,14.9,12.9,17.0,,,,,,,,,,,,,,,,,
W92000004,Wales,Persons,2005,321,11.2,9.9,12.4,,,,,,,,,,,,,,,,,
W92000004,Wales,Females,2006,122,8.3,6.8,9.7,,,,,,,,,,,,,,,,,
W92000004,Wales,Males,2006,218,15.5,13.5,17.6,,,,,,,,,,,,,,,,,
W92000004,Wales,Persons,2006,340,11.8,10.6,13.1,,,,,,,,,,,,,,,,,
W92000004,Wales,Females,2007,118,7.9,6.5,9.4,,,,,,,,,,,,,,,,,
W92000004,Wales,Males,2007,255,18.0,15.8,20.2,,,,,,,,,,,,,,,,,
W92000004,Wales,Persons,2007,373,12.8,11.5,14.1,,,,,,,,,,,,,,,,,
W92000004,Wales,Females,2008,148,9.9,8.3,11.5,,,,,,,,,,,,,,,,,
W92000004,Wales,Males,2008,278,19.6,17.3,21.9,,,,,,,,,,,,,,,,,
W92000004,Wales,Persons,2008,426,14.6,13.2,16.0,,,,,,,,,,,,,,,,,
W92000004,Wales,Females,2009,121,7.9,6.5,9.4,,,,,,,,,,,,,,,,,
W92000004,Wales,Males,2009,262,18.2,16.0,20.5,,,,,,,,,,,,,,,,,
W92000004,Wales,Persons,2009,383,12.9,11.6,14.2,,,,,,,,,,,,,,,,,
W92000004,Wales,Females,2010,137,9.0,7.5,10.5,,,,,,,,,,,,,,,,,
W92000004,Wales,Males,2010,254,17.5,15.4,19.7,,,,,,,,,,,,,,,,,
W92000004,Wales,Persons,2010,391,13.1,11.8,14.5,,,,,,,,,,,,,,,,,
W92000004,Wales,Females,2011,129,8.3,6.9,9.7,,,,,,,,,,,,,,,,,
W92000004,Wales,Males,2011,243,16.7,14.6,18.8,,,,,,,,,,,,,,,,,
W92000004,Wales,Persons,2011,372,12.4,11.1,13.6,,,,,,,,,,,,,,,,,
W92000004,Wales,Females,2012,149,9.6,8.1,11.2,,,,,,,,,,,,,,,,,
W92000004,Wales,Males,2012,255,17.6,15.4,19.7,,,,,,,,,,,,,,,,,
W92000004,Wales,Persons,2012,404,13.5,12.1,14.8,,,,,,,,,,,,,,,,,
W92000004,Wales,Females,2013,133,8.6,7.1,10.1,,,,,,,,,,,,,,,,,
W92000004,Wales,Males,2013,253,17.0,14.9,19.1,,,,,,,,,,,,,,,,,
W92000004,Wales,Persons,2013,386,12.7,11.4,14.0,,,,,,,,,,,,,,,,,
W92000004,Wales,Females,2014,121,7.7,6.3,9.1,,,,,,,,,,,,,,,,,
W92000004,Wales,Males,2014,230,15.5,13.5,17.5,,,,,,,,,,,,,,,,,
W92000004,Wales,Persons,2014,351,11.5,10.3,12.7,,,,,,,,,,,,,,,,,
W92000004,Wales,Females,2015,132,8.5,7.0,9.9,,,,,,,,,,,,,,,,,
W92000004,Wales,Males,2015,229,15.4,13.4,17.4,,,,,,,,,,,,,,,,,
W92000004,Wales,Persons,2015,361,11.9,10.6,13.1,,,,,,,,,,,,,,,,,
W92000004,Wales,Females,2016,130,8.3,6.9,9.8,,,,,,,,,,,,,,,,,
W92000004,Wales,Males,2016,258,17.4,15.2,19.5,,,,,,,,,,,,,,,,,
W92000004,Wales,Persons,2016,388,12.7,11.4,14.0,,,,,,,,,,,,,,,,,
W92000004,Wales,Females,2017,148,9.2,7.7,10.7,,,,,,,,,,,,,,,,,
W92000004,Wales,Males,2017,271,18.0,15.8,20.1,,,,,,,,,,,,,,,,,
W92000004,Wales,Persons,2017,419,13.5,12.2,14.8,,,,,,,,,,,,,,,,,
W92000004,Wales,Females,2018,140,8.7,7.3,10.2,,,,,,,,,,,,,,,,,
W92000004,Wales,Males,2018,266,17.7,15.5,19.8,,,,,,,,,,,,,,,,,
W92000004,Wales,Persons,2018,406,13.1,11.8,14.4,,,,,,,,,,,,,,,,,
W92000004,Wales,Females,2019,139,8.6,7.2,10.1,,,,,,,,,,,,,,,,,
W92000004,Wales,Males,2019,229,15.1,13.1,17.0,,,,,,,,,,,,,,,,,
W92000004,Wales,Persons,2019,368,11.8,10.6,13.0,,,,,,,,,,,,,,,,,
W92000004,Wales,Females,2020,144,9.0,7.5,10.5,,,,,,,,,,,,,,,,,
W92000004,Wales,Males,2020,294,19.1,16.9,21.3,,,,,,,,,,,,,,,,,
W92000004,Wales,Persons,2020,438,13.9,12.6,15.2,,,,,,,,,,,,,,,,,
W92000004,Wales,Females,2021,147,9.2,7.7,10.7,,,,,,,,,,,,,,,,,
W92000004,Wales,Males,2021,325,21.1,18.8,23.4,,,,,,,,,,,,,,,,,
W92000004,Wales,Persons,2021,472,15.0,13.6,16.3,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
